BurstID,Candidate name,Heimdall DM (pc cm^-3),Time width (ms),Frequency width (MHz),Center frequency (GHz),S/N,Fluence (Jy),FETCH models,drift,drift err
B418,./cand_tstart_59881.874392925922_tcand_113.57602399999999_dm_231.09300_snr_66.81930.h5,231.093,16,244,1.378,16.604,2.61,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B419,./cand_tstart_59881.874392925922_tcand_113.6570000_dm_231.09300_snr_66.81930.h5,231.093,18.24,364,1.554,69.622,9.902,"[0.39129484, 0.9999998999999999, 0.9999640999999999, 0.33442196, 0.000508586, 0.9999993, 0.99407166, 0.99997604]",,
B420,./cand_tstart_59881.874392925922_tcand_52.6038000_dm_200.00000_snr_47.02010.h5,200,15.68,204,1.35,53.083,9.326,"[1.85e-06, 0.00019277700000000001, 3.44e-06, 1.06e-05, 4.05e-07, 2.01e-07, 2.3600000000000002e-07, 0.000146947]",,
B421,./cand_tstart_59882.826319444444_tcand_102.7300000_dm_233.18900_snr_8.53676.h5,233.189,12.8,136,1.306,9.883,2.165,"[0.09275593, 0.039937828, 3.929999999999999e-05, 0.007717826, 0.002006356, 0.15507181, 0.000295309, 0.46794695]",,
B422,./cand_tstart_59882.826319444444_tcand_11.7929000_dm_224.91600_snr_15.38630.h5,224.916,7.424,244,1.59,19.553,2.28,"[0.8948193000000001, 0.99999154, 0.21000716, 0.10169331, 0.002926672, 0.99998546, 0.7841825, 0.99993396]",,
B423,./cand_tstart_59882.826319444444_tcand_96.6489000_dm_226.95600_snr_9.75095.h5,226.956,3.584,168,1.41,11.438,0.999,"[0.9999495999999999, 0.99203694, 0.9998667, 0.9999738000000001, 0.9999998999999999, 0.9999902, 0.9346924000000001, 1.0]",,
B424,./cand_tstart_59882.827708333331_tcand_101.3980000_dm_222.94000_snr_20.89670.h5,222.94,5.376,244,1.362,30.123,2.8,"[1.0, 1.0, 1.0, 0.99997914, 1.0, 1.0, 0.9999701999999999, 1.0]",,
B425,./cand_tstart_59882.827708333331_tcand_36.2830000_dm_233.25500_snr_51.36510.h5,233.255,13.632,348,1.562,56.687,7.175,"[0.01044971, 0.9617578000000001, 0.000425423, 0.00031340599999999996, 4.34e-05, 0.105829425, 0.8663635000000001, 2.7500000000000002e-09]",,
B426,./cand_tstart_59882.827708333331_tcand_44.1444000_dm_237.43900_snr_35.13330.h5,237.439,8.256,332,1.562,40.236,4.087,"[0.48051834, 1.0, 0.8415062, 0.38900809999999997, 0.0077418769999999994, 0.99941695, 0.9998739, 0.9977169]",,
B427,./cand_tstart_59882.829097222224_tcand_46.3191000_dm_233.18900_snr_15.61640.h5,233.189,7.68,324,1.578,20.212,2.046,"[0.807786, 0.9999838, 0.019808764, 0.023150349, 0.003277093, 0.990664, 0.14223321, 0.99976856]",,
B428,./cand_tstart_59882.830486111110_tcand_53.3554000_dm_220.88900_snr_9.93529.h5,220.889,5.376,284,1.426,12.774,1.091,"[0.99989164, 0.9991416, 0.9999937, 0.99998283, 0.9999998999999999, 0.99999917, 0.7197768, 1.0]",,
B429,./cand_tstart_59882.830486111110_tcand_73.6994000_dm_231.09300_snr_10.68500.h5,231.093,7.424,192,1.386,12.546,1.48,"[0.842511, 0.99997056, 0.064904235, 0.13101210000000002, 0.010487321, 0.99976736, 0.7410308000000001, 0.99992704]",,
B430,./cand_tstart_59882.831875000003_tcand_101.4190000_dm_224.91600_snr_13.77430.h5,224.916,6.144,280,1.366,21.741,2.003,"[0.9999994000000001, 0.9999981, 1.0, 0.99760157, 1.0, 1.0, 0.9999998999999999, 1.0]",,
B431,./cand_tstart_59882.831875000003_tcand_116.226808_dm_233.18900_snr_31.09920.h5,233.189,14.56,232,1.494,34.531,5.337,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B432,./cand_tstart_59882.831875000003_tcand_116.2270000_dm_233.18900_snr_31.09920.h5,233.189,18.24,332,1.45,23.51,3.442,"[0.011736159, 0.9753221, 0.00428996, 0.00025869, 6.36e-05, 2.59e-05, 0.05533369, 2.07e-10]",,
B433,./cand_tstart_59882.831875000003_tcand_77.9563000_dm_226.95600_snr_30.16180.h5,226.956,13.408,360,1.478,32.497,4.02,"[0.004691596, 0.30315697, 0.000104831, 1.28e-05, 8.1e-09, 2.5300000000000002e-05, 0.000602536, 4.5600000000000003e-10]",,
B434,./cand_tstart_59882.834084777780_tcand_94.9785000_dm_220.88900_snr_14.73650.h5,220.889,8.448,272,1.362,15.508,1.706,"[0.92802495, 0.9999998999999999, 0.6979641, 0.43192092, 0.362741, 0.9999994000000001, 0.7006471, 0.99994755]",,
B435,./cand_tstart_59882.835473666666_tcand_41.5782000_dm_233.18900_snr_17.29100.h5,233.189,9.472,360,1.418,18.833,1.93,"[0.9997229999999999, 1.0, 0.9950256, 0.90717614, 0.052078675, 0.99999833, 0.9678498999999999, 0.99962807]",,
B436,./cand_tstart_59882.835473666666_tcand_41.5916000_dm_213.05200_snr_14.61970.h5,213.052,18.688,452,1.478,15.106,2.011,"[0.0054785630000000005, 0.050436422, 0.000150201, 0.48078760000000004, 0.005669228, 0.7854879, 0.032215178, 1.33e-08]",,
B437,./cand_tstart_59882.838251444446_tcand_55.3574000_dm_224.91600_snr_11.34740.h5,224.916,10.752,240,1.358,18.987,2.548,"[0.002640713, 0.002395776, 6.75e-06, 1.7899999999999998e-05, 0.000913361, 1.9600000000000002e-05, 0.01101976, 2.08e-05]",,
B438,./cand_tstart_59882.841029222225_tcand_18.0961000_dm_226.95600_snr_30.13080.h5,226.956,5.888,268,1.562,34.506,3.391,"[0.7292029000000001, 0.9999448000000001, 0.35191813, 0.5374403, 0.000104829, 0.99980754, 0.9638357, 0.9988944]",,
B439,./cand_tstart_59882.841029222225_tcand_18.228884_dm_226.95600_snr_30.13080.h5,226.956,22.08,252,1.362,13.737,2.614,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B440,./cand_tstart_59882.841850111108_tcand_112.2660000_dm_226.95600_snr_10.84610.h5,226.956,6.144,212,1.626,16.29,2.069,"[0.7353755, 0.16182461, 0.9999745000000001, 0.49752498, 0.9999627000000001, 0.9212629999999999, 0.28908408, 0.99288493]",,
B441,./cand_tstart_59882.843238999994_tcand_10.0745000_dm_229.01500_snr_12.24330.h5,229.015,11.008,152,1.646,16.19,2.956,"[2.14e-05, 0.008181175, 8.42e-06, 2.6899999999999997e-05, 0.000238391, 0.0055964019999999995, 2.51e-06, 0.81003]",,
B442,./cand_tstart_59882.843238999994_tcand_29.4844000_dm_226.95600_snr_7.72109.h5,226.956,6.4,184,1.346,14.257,1.736,"[0.9999789000000001, 0.99998975, 0.9998914000000001, 0.9999697, 0.9999896, 0.99999523, 0.9962184999999999, 1.0]",,
B443,./cand_tstart_59882.843238999994_tcand_49.9851000_dm_246.17400_snr_16.20460.h5,246.174,17.664,176,1.342,13.414,2.797,"[6.2e-09, 2.02e-05, 2.8999999999999997e-05, 7.94e-05, 7.11e-06, 4.2999999999999996e-10, 5.86e-08, 6.679999999999999e-09]",,
B444,./cand_tstart_59882.843238999994_tcand_87.7290000_dm_250.66100_snr_10.13540.h5,250.661,12.8,96,1.274,26.157,7.018,"[0.10327449400000001, 0.03195263, 0.0045843459999999996, 0.16698591, 6.409999999999999e-13, 3.04e-06, 0.0007302669999999999, 1.46e-06]",,
B445,./cand_tstart_59882.843238999994_tcand_87.7765000_dm_213.07900_snr_16.44430.h5,213.079,8.704,96,1.274,30.853,6.826,"[0.7347378999999999, 0.9998516, 0.012040443999999999, 0.28404352, 0.007412207, 0.99947137, 0.04352545, 0.0035227170000000003]",,
B446,./cand_tstart_59882.844627888888_tcand_33.0385000_dm_231.15500_snr_12.72180.h5,231.155,11.008,260,1.378,11.657,1.535,"[5.5299999999999996e-05, 6.8e-05, 4.5299999999999997e-05, 5.08e-05, 3.14e-05, 1.62e-11, 3.3599999999999996e-08, 4.85e-09]",,
B447,./cand_tstart_59882.844627888888_tcand_59.9867000_dm_220.88900_snr_15.01880.h5,220.889,8.704,212,1.346,23.352,3.136,"[0.91219974, 0.9998795, 0.04291834, 0.4152373, 0.000564099, 0.99999785, 0.61416113, 0.99972516]",,
B448,./cand_tstart_59882.844627888888_tcand_9.7999000_dm_231.09300_snr_58.07130.h5,231.093,10.912,264,1.37,77.059,10.002,"[0.017220901, 0.9291146999999998, 0.002276662, 0.21805441, 0.00208137, 0.9702200000000001, 0.05668062, 2.67e-08]",,
B449,./cand_tstart_59882.846016777774_tcand_104.9850000_dm_218.90300_snr_7.39970.h5,218.903,18.848,148,1.314,7.727,2.007,"[0.073104404, 0.89279205, 2.24e-05, 0.001498873, 0.007941999, 0.9498641, 0.000503404, 0.21978295]",,
B450,./cand_tstart_59882.846016777774_tcand_110.3670000_dm_231.09300_snr_14.10740.h5,231.093,9.472,216,1.406,14.744,1.838,"[0.76045626, 0.9980039, 0.13673326, 0.09127352400000001, 0.001859393, 0.9849127000000001, 0.67029643, 0.9994141]",,
B451,./cand_tstart_59882.846016777774_tcand_118.3230000_dm_220.93200_snr_15.63890.h5,220.932,2.304,156,1.414,21.897,1.6,"[1.0, 0.99999976, 1.0, 0.99984837, 1.0, 1.0, 0.99922943, 1.0]",,
B452,./cand_tstart_59882.846016777774_tcand_12.1726000_dm_229.01500_snr_10.29320.h5,229.015,8.96,280,1.426,10.792,1.234,"[0.9999963, 0.99326706, 1.0, 0.9997655999999999, 0.9999998999999999, 0.99999726, 0.97949547, 1.0]",,
B453,./cand_tstart_59882.847405666667_tcand_23.8756000_dm_224.91600_snr_16.97030.h5,224.916,6.144,316,1.582,18.414,1.682,"[0.6116898000000001, 0.99899095, 0.011116461000000001, 0.14306584, 0.00679674, 0.9978434000000002, 0.20725608, 0.95163304]",,
B454,./cand_tstart_59882.848794555553_tcand_18.9141000_dm_222.89300_snr_12.85100.h5,222.893,3.584,160,1.454,17.642,1.52,"[0.9999918999999999, 0.9999448000000001, 1.0, 0.99990475, 1.0, 0.9999875, 0.8577279000000001, 1.0]",,
B455,./cand_tstart_59882.849615444444_tcand_50.2516000_dm_226.95600_snr_33.29040.h5,226.956,16,284,1.382,34.871,5.23,"[0.87446725, 1.0, 0.9997229999999999, 0.92710364, 0.39681378, 1.0, 0.9912198, 0.9996118]",,
B456,./cand_tstart_59882.849615444444_tcand_50.321024_dm_226.95600_snr_33.29040.h5,226.956,17.6,132,1.31,7.839,2.175,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B457,./cand_tstart_59882.851004333330_tcand_31.1412000_dm_227.01100_snr_24.54430.h5,227.011,8.032,296,1.566,27.343,2.987,"[0.6536955, 1.0, 0.96867394, 0.7725479000000001, 0.014726255, 1.0, 0.99535036, 0.9999870999999999]",,
B458,./cand_tstart_59882.851004333330_tcand_55.8626000_dm_231.09300_snr_8.10172.h5,231.093,13.056,196,1.418,9.084,1.388,"[0.9469076, 0.99156594, 0.06244679, 0.01831708, 0.14667472, 0.99992, 0.6445325, 0.99388075]",,
B459,./cand_tstart_59882.851004333330_tcand_87.1717000_dm_218.90300_snr_13.57490.h5,218.903,2.56,180,1.33,20.876,1.711,"[0.99999046, 0.99998415, 1.0, 0.9996264000000001, 0.9999998999999999, 1.0, 0.9848024, 0.9999998999999999]",,
B460,./cand_tstart_59882.852393222223_tcand_14.9228000_dm_222.89300_snr_11.86240.h5,222.893,4.352,352,1.486,15.196,1.103,"[1.0, 0.99999917, 1.0, 0.9990211999999999, 1.0, 0.99999976, 0.9678027, 1.0]",,
B461,./cand_tstart_59882.852393222223_tcand_61.2027000_dm_229.01500_snr_21.06510.h5,229.015,4.608,204,1.638,25.81,2.792,"[0.9999988999999999, 1.0, 1.0, 0.99935204, 0.99999857, 1.0, 0.9952610000000001, 1.0]",,
B462,./cand_tstart_59882.853782111109_tcand_58.8404000_dm_229.01500_snr_32.56820.h5,229.015,11.504,376,1.43,38.174,4.439,"[0.024050621, 0.9637551, 0.00337946, 0.1732187, 0.010967224, 0.826801, 0.055842683, 2.2699999999999998e-07]",,
B463,./cand_tstart_59883.847002314818_tcand_48.9810000_dm_207.35700_snr_8.33349.h5,207.357,10.24,132,1.306,7.793,1.428,"[0.000280366, 3.34e-05, 1.65e-06, 5.41e-06, 7.759999999999999e-05, 2.54e-08, 3.5099999999999997e-08, 1.4099999999999999e-09]",,
B464,./cand_tstart_59883.848391203705_tcand_10.1083000_dm_224.96600_snr_15.94490.h5,224.966,6.656,248,1.37,19.969,1.986,"[0.9821087, 0.99998057, 0.41861776, 0.5288635, 0.043529883, 0.99999034, 0.92163646, 0.99999046]",,
B465,./cand_tstart_59883.849780092598_tcand_49.5104000_dm_233.18900_snr_33.60300.h5,233.189,10.336,368,1.43,38.604,4.223,"[0.7273383000000001, 1.0, 0.99960274, 0.33371654, 0.049222987, 1.0, 0.9961591000000001, 0.9999598]",,
B466,./cand_tstart_59883.851989870374_tcand_58.6660000_dm_214.98500_snr_11.24570.h5,214.985,4.864,176,1.358,14.436,1.469,"[0.069245346, 0.9525338, 0.03900529, 8.69e-06, 0.008586809, 0.001488114, 8.540000000000002e-05, 0.005538655]",,
B467,./cand_tstart_59883.851989870374_tcand_68.0958000_dm_218.90300_snr_15.25130.h5,218.903,9.216,232,1.386,21.943,2.617,"[0.9605860999999999, 0.9971398000000001, 0.007380398000000001, 0.033342905, 0.016638922, 0.9868644, 0.0015112779999999998, 0.6000622]",,
B468,./cand_tstart_59883.851989870374_tcand_8.0370900_dm_250.66100_snr_9.34894.h5,250.661,15.104,192,1.35,20.813,3.635,"[0.000540898, 0.9968495999999999, 3.43e-05, 3.87e-07, 8.950000000000001e-05, 0.69569707, 0.11503119999999999, 8.21e-11]",,
B469,./cand_tstart_59883.851989870374_tcand_8.0712600_dm_218.90300_snr_18.72310.h5,218.903,6.912,220,1.338,27.087,3.121,"[0.9885161, 0.99996424, 0.084149085, 0.34492102, 0.054739375, 0.99955946, 0.45725453, 0.9999776]",,
B470,./cand_tstart_59883.853378759261_tcand_113.570728_dm_227.01100_snr_38.10310.h5,227.011,19.84,240,1.49,9.638,1.704,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B471,./cand_tstart_59883.853378759261_tcand_113.5950000_dm_227.01100_snr_38.10310.h5,227.011,17.152,404,1.45,42.109,5.613,"[0.051668473, 0.9994289000000001, 0.008139909, 0.40861264, 0.00146709, 0.7891457, 0.30193937, 1.4099999999999999e-08]",,
B472,./cand_tstart_59883.853378759261_tcand_6.6918100_dm_216.93500_snr_7.55131.h5,216.935,4.352,156,1.486,9.71,1.038,"[0.9998336999999999, 0.048257258, 0.99999404, 0.9996674999999999, 0.99999034, 0.98507375, 0.029468732, 0.99999976]",,
B473,./cand_tstart_59883.853378759261_tcand_60.7114000_dm_235.37500_snr_15.47190.h5,235.375,9.984,260,1.522,15.037,1.849,"[0.000884155, 0.8325414000000001, 4.96e-05, 0.30973858, 0.000570312, 0.75372255, 0.107991055, 1.37e-07]",,
B474,./cand_tstart_59883.854767648154_tcand_42.8042000_dm_229.07300_snr_46.38350.h5,229.073,7.712,424,1.45,85.426,7.307,"[0.63149965, 1.0, 0.99945706, 0.8139704000000001, 0.017257838, 1.0, 0.95190513, 0.99981016]",,
B475,./cand_tstart_59883.857545425933_tcand_110.6980000_dm_237.51400_snr_15.50530.h5,237.514,14.336,256,1.406,18.305,2.622,"[0.000747814, 0.120521836, 3.44e-06, 0.0005308380000000001, 0.000152251, 1.26e-05, 0.000114382, 6.21e-09]",,
B476,./cand_tstart_59883.861144092589_tcand_91.2058000_dm_227.01100_snr_15.64840.h5,227.011,4.672,252,1.374,21.148,1.762,"[0.9802249, 0.9999802, 0.21870342, 0.33729956, 0.050061088, 0.99999535, 0.6383326, 0.99601763]",,
B477,./cand_tstart_59883.862532981482_tcand_62.1847000_dm_226.95600_snr_22.68230.h5,226.956,8.448,276,1.378,25.444,2.725,"[0.99944514, 0.99999964, 0.9758843, 0.68659467, 0.009721597, 0.9999998999999999, 0.9886056999999999, 0.99776137]",,
B478,./cand_tstart_59883.865310759262_tcand_6.2179500_dm_231.09300_snr_12.03620.h5,231.093,6.144,308,1.57,13.348,1.252,"[0.9757528, 0.9881120000000001, 0.04527813, 0.009734969, 0.005223683, 0.99831533, 0.003541248, 0.9951008]",,
B479,./cand_tstart_59883.867520537038_tcand_68.1338000_dm_224.96600_snr_40.84270.h5,224.966,12.288,280,1.378,55.1,7.056,"[0.05395337, 0.9998136000000001, 0.001165539, 0.18994364, 0.020852182, 0.9990439, 0.2426819, 2e-08]",,
B480,./cand_tstart_59883.870298314818_tcand_76.8503000_dm_231.09300_snr_31.37250.h5,231.093,6.912,276,1.558,36.816,3.88,"[0.99052644, 1.0, 0.9997731, 0.7195619000000001, 0.03332088, 1.0, 0.9989235000000001, 0.9974751000000001]",,
B481,./cand_tstart_59883.871687203704_tcand_4.4844800_dm_233.25500_snr_19.09070.h5,233.255,13.76,324,1.578,19.568,2.566,"[0.5294517, 0.98669344, 0.19637452, 0.24271871, 0.48330685, 0.9995516, 0.8234369, 0.99983454]",,
B482,./cand_tstart_59883.871687203704_tcand_4.535983999999999_dm_233.25500_snr_19.09070.h5,233.255,13.76,240,1.358,16.997,2.43,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B483,./cand_tstart_59884.822499999995_tcand_1.4314200_dm_226.95600_snr_15.24510.h5,226.956,5.216,332,1.402,17.556,1.396,"[1.0, 1.0, 1.0, 0.99964714, 1.0, 1.0, 0.9996427, 1.0]",,
B484,./cand_tstart_59884.822499999995_tcand_21.5086000_dm_222.89300_snr_12.87540.h5,222.893,5.376,224,1.35,17.338,1.645,"[0.99999905, 0.9999918, 1.0, 0.99904734, 1.0, 1.0, 0.9903825999999999, 1.0]",,
B485,./cand_tstart_59884.823888888888_tcand_5.6953300_dm_229.01500_snr_12.39110.h5,229.015,9.216,188,1.334,18.441,2.548,"[0.91852707, 0.99939823, 0.04376288, 0.2333167, 0.004861006, 0.99970216, 0.10968449, 0.95216405]",,
B486,./cand_tstart_59884.823888888888_tcand_60.6511000_dm_226.95600_snr_31.99780.h5,226.956,7.424,352,1.462,32.445,3.008,"[0.7528648, 1.0, 0.99999046, 0.93412036, 0.06884342, 1.0, 0.9952983, 0.99029714]",,
B487,./cand_tstart_59884.825277777774_tcand_101.4320000_dm_237.43900_snr_7.23829.h5,237.439,14.08,328,1.494,9.188,1.239,"[9.590000000000001e-05, 0.000448134, 4.09e-06, 1.29e-05, 2.72e-05, 1.18e-06, 1.07e-06, 1.7600000000000001e-07]",,
B488,./cand_tstart_59884.826666666668_tcand_0.4619520_dm_226.95600_snr_12.35980.h5,226.956,18.432,188,1.342,16.558,3.325,"[0.000539758, 0.6682338000000001, 0.005193195, 8.82e-05, 0.000195317, 0.08363868, 0.000996074, 3.58e-09]",,
B489,./cand_tstart_59884.831654222224_tcand_44.8471000_dm_239.59400_snr_13.49100.h5,239.594,11.52,128,1.306,15.538,3.229,"[6.15e-05, 2.95e-05, 7.009999999999999e-07, 1.01e-06, 0.000149887, 1.44e-07, 4.5600000000000004e-05, 7.58e-07]",,
B490,./cand_tstart_59884.831654222224_tcand_44.867627999999996_dm_239.59400_snr_13.49100.h5,239.594,9.92,152,1.318,9.955,1.693,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B491,./cand_tstart_59884.833043111110_tcand_77.5306000_dm_226.95600_snr_219.41200.h5,226.956,10.496,500,1.486,1024.361,414.747,"[0.62765604, 0.9996511999999999, 0.9851414000000001, 0.7922324000000001, 0.33064777, 0.20062548, 0.5189149000000001, 2.58e-06]",,
B492,./cand_tstart_59884.835820888889_tcand_54.0751000_dm_233.18900_snr_23.29490.h5,233.189,10.752,296,1.414,29.169,3.494,"[0.9849223, 1.0, 0.99950135, 0.77402174, 0.020491857, 1.0, 0.9974542, 0.9969528]",,
B493,./cand_tstart_59884.835820888889_tcand_70.5734000_dm_250.66100_snr_12.05860.h5,250.661,11.776,120,1.346,28.328,5.456,"[0.005990461, 0.09841409, 0.001766604, 0.000511772, 1.9e-06, 3.15e-05, 2.12e-05, 2.42e-06]",,
B494,./cand_tstart_59884.836641777772_tcand_1.0019800_dm_222.94000_snr_13.86220.h5,222.94,2.816,320,1.57,16.691,0.998,"[1.0, 1.0, 1.0, 0.99995244, 1.0, 1.0, 0.9999943000000001, 1.0]",,
B495,./cand_tstart_59887.805532407408_tcand_18.1783000_dm_207.35700_snr_7.40801.h5,207.357,9.984,128,1.39,7.035,1.179,"[6.31e-05, 0.00017308599999999998, 5.64e-07, 3.7100000000000003e-07, 6.33e-06, 1.15e-09, 4.44e-10, 1.6899999999999997e-09]",,
B496,./cand_tstart_59887.826050629628_tcand_83.7034000_dm_224.91600_snr_13.53710.h5,224.916,8.448,288,1.438,15.207,1.643,"[0.12050321, 0.003367152, 0.0088584, 0.00016963299999999998, 0.004372605, 1.8200000000000002e-10, 0.00089114, 2.45e-11]",,
B497,./cand_tstart_59887.836593740743_tcand_51.2875000_dm_226.95600_snr_33.79090.h5,226.956,5.888,244,1.446,44.371,4.407,"[0.64140993, 1.0, 0.9984113000000001, 0.93267065, 0.062301364000000005, 1.0, 0.98682237, 0.9993155]",,
B498,./cand_tstart_59888.821399592598_tcand_1.6393000_dm_222.94000_snr_12.66560.h5,222.94,9.472,388,1.442,14.46,1.493,"[0.51241505, 0.9995771999999999, 0.100917295, 0.4474482, 0.00039660000000000004, 0.9994972, 0.36142826, 0.9986461999999999]",,
B499,./cand_tstart_59888.825566259264_tcand_49.0465000_dm_224.91600_snr_21.20400.h5,224.916,7.296,228,1.358,29.378,3.319,"[0.6805340999999999, 0.99999905, 0.9133444, 0.5093769, 0.019217914, 0.9999995, 0.92366344, 0.9999546]",,
B500,./cand_tstart_59888.830553814812_tcand_72.3246000_dm_235.30500_snr_9.38548.h5,235.305,10.24,96,1.286,16.336,3.667,"[0.6939903000000001, 0.9999020000000001, 0.01485369, 0.10410843, 0.08226388, 0.9998357, 0.94308263, 0.9960324]",,
B501,./cand_tstart_59888.836930259262_tcand_59.5489000_dm_227.01100_snr_20.79860.h5,227.011,7.088,272,1.374,29.067,2.876,"[0.92283773, 0.9999734, 0.6595388000000001, 0.7095453, 0.0011948, 0.9944417999999999, 0.8691606, 0.9999640999999999]",,
B502,./cand_tstart_59888.838319148148_tcand_70.9518000_dm_203.64500_snr_24.62560.h5,203.645,18.944,236,1.374,30.34,5.294,"[0.035886493, 0.99990606, 0.31376863, 0.25869647, 0.084606685, 0.9999969000000001, 0.24196814, 4.5799999999999995e-09]",,
B503,./cand_tstart_59888.842485814821_tcand_52.6402000_dm_220.88900_snr_8.72261.h5,220.889,6.144,132,1.314,9.526,1.446,"[0.056447937999999996, 0.040937867, 4.17e-06, 0.000146851, 0.004815911, 0.000340013, 4.61e-05, 0.8007191]",,
B504,./cand_tstart_59888.848862259263_tcand_18.8135000_dm_226.95600_snr_11.51390.h5,226.956,7.68,136,1.314,17.909,2.969,"[0.85432404, 0.99926347, 0.059357863, 0.51013905, 0.002042081, 0.9939441999999999, 0.074977264, 0.99976367]",,
B505,./cand_tstart_59888.852460925926_tcand_79.8148000_dm_227.01100_snr_19.56770.h5,227.011,7.68,224,1.35,25.55,2.898,"[0.8433724, 0.9999939, 0.062151182, 0.16972077, 0.0475106, 0.998914, 0.7909716, 0.99998915]",,
B506,./cand_tstart_59888.852460925926_tcand_79.828784_dm_227.01100_snr_19.56770.h5,227.011,9.12,160,1.318,12.631,1.922,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B507,./cand_tstart_59888.853849814812_tcand_77.1035000_dm_216.93500_snr_9.60770.h5,216.935,9.216,132,1.314,16.931,3.147,"[0.8272378, 0.9027084999999999, 0.0007265660000000001, 0.4017059, 0.00134159, 0.19748078, 0.0056284690000000005, 0.34678543]",,
B508,./cand_tstart_59889.808761574073_tcand_66.3133000_dm_222.94000_snr_23.24720.h5,222.94,5.36,228,1.342,30.03,3.047,"[0.7506854000000001, 0.99786747, 0.14222245, 0.016965901000000002, 0.0044118790000000005, 0.43621972, 0.053900156, 0.01810688]",,
B509,./cand_tstart_59889.819304685188_tcand_25.3721000_dm_229.01500_snr_8.46305.h5,229.015,7.424,176,1.326,11.318,1.506,"[0.58763355, 0.7019422, 0.04873468, 0.15910003, 0.006817143, 0.95769244, 0.000413192, 0.9972389000000002]",,
B510,./cand_tstart_59889.820125574071_tcand_24.7255000_dm_224.91600_snr_104.71800.h5,224.916,8.672,412,1.454,741.871,672.316,"[0.18684068, 0.68318564, 0.7511802, 0.5906094, 0.065417744, 0.09705488, 0.023333582999999998, 6.940000000000001e-10]",,
B511,./cand_tstart_59889.825681129631_tcand_110.4240000_dm_227.01100_snr_25.59610.h5,227.011,5.68,328,1.57,31.406,2.646,"[0.99983275, 1.0, 1.0, 0.99975616, 0.9999986999999999, 1.0, 0.99830365, 1.0]",,
B512,./cand_tstart_59889.827070018517_tcand_43.9067000_dm_226.95600_snr_8.27832.h5,226.956,8.192,200,1.346,12.08,1.554,"[0.24966702, 0.08848286, 1.6100000000000002e-05, 0.00018831400000000003, 0.018418709, 0.74415094, 2.56e-05, 0.9857268]",,
B513,./cand_tstart_59889.829279796293_tcand_82.8943000_dm_222.89300_snr_26.98920.h5,222.893,3.328,288,1.442,33.499,2.271,"[0.9999950999999999, 1.0, 1.0, 0.9999205, 1.0, 1.0, 0.9985643, 1.0]",,
B514,./cand_tstart_59890.809479166666_tcand_86.1490000_dm_220.88900_snr_13.45920.h5,220.889,5.12,120,1.314,23.132,2.998,"[0.9999198, 0.99993956, 1.0, 0.99971825, 0.9999998999999999, 0.9999998999999999, 0.15471907, 1.0]",,
B515,./cand_tstart_59890.815034722225_tcand_113.7080000_dm_224.91600_snr_22.80120.h5,224.916,4.144,244,1.378,24.887,2.01,"[0.9999998999999999, 1.0, 1.0, 0.9997893, 1.0, 0.9999995, 0.9106841, 1.0]",,
B516,./cand_tstart_59890.815034722225_tcand_70.9518000_dm_220.88900_snr_32.71690.h5,220.889,12.96,324,1.418,34.72,4.566,"[0.95167804, 1.0, 0.896285, 0.40673792, 0.14931472, 0.9993854999999999, 0.43360770000000004, 0.9995902]",,
B517,./cand_tstart_59890.815034722225_tcand_70.968984_dm_220.88900_snr_32.71690.h5,220.889,12.32,80,1.294,10.875,2.766,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B518,./cand_tstart_59890.824188944447_tcand_62.4477000_dm_229.01500_snr_11.37850.h5,229.015,16.64,356,1.434,16.964,2.355,"[4.8700000000000005e-05, 0.001447589, 5.36e-05, 1.4e-06, 8.290000000000001e-05, 8.99e-05, 9.91e-07, 2.09e-06]",,
B519,./cand_tstart_59890.827787611110_tcand_28.9057000_dm_216.93500_snr_10.00310.h5,216.935,4.096,100,1.278,17.328,2.387,"[0.99998224, 0.66174906, 0.99984276, 0.9970681, 0.9998720999999999, 0.99491996, 0.004541590999999999, 0.117526956]",,
B520,./cand_tstart_59890.827787611110_tcand_37.4979000_dm_231.15500_snr_99.82690.h5,231.155,7.536,436,1.466,140.426,14.043,"[0.73382676, 1.0, 0.9999994000000001, 0.999683, 0.49070153, 1.0, 0.99999595, 0.99999976]",,
B521,./cand_tstart_59890.834164055552_tcand_45.9041000_dm_224.91600_snr_56.68890.h5,224.916,12.704,412,1.53,74.824,8.42,"[0.008144688, 2.21e-06, 2.4899999999999997e-07, 0.000101037, 5.9499999999999996e-05, 2.25e-11, 1.05e-08, 1.6100000000000003e-07]",,
B522,./cand_tstart_59890.840540500001_tcand_104.1210000_dm_250.66100_snr_7.10367.h5,250.661,17.152,116,1.298,10.293,2.744,"[4.3700000000000005e-05, 2.58e-05, 3.64e-07, 1e-05, 1.63e-05, 2.02e-06, 1.67e-07, 1.0699999999999999e-07]",,
